"Plot Title: TO11-S6"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10163326, SEN S/N: 10163326)","Intensity, Lux (LGR S/N: 10163326, SEN S/N: 10163326)","Bad Battery (LGR S/N: 10163326)","Coupler Attached (LGR S/N: 10163326)","Host Connected (LGR S/N: 10163326)","Stopped (LGR S/N: 10163326)","End Of File (LGR S/N: 10163326)"
206,10/19/13 10:00:00 AM,6.370,1065.6,,,,,
207,10/19/13 01:00:00 PM,8.581,366.0,,,,,
208,10/19/13 04:00:00 PM,9.669,258.3,,,,,
209,10/19/13 07:00:00 PM,8.481,0.0,,,,,
210,10/19/13 10:00:00 PM,7.179,0.0,,,,,
211,10/20/13 01:00:00 AM,6.166,0.0,,,,,
212,10/20/13 04:00:00 AM,5.552,0.0,,,,,
213,10/20/13 07:00:00 AM,5.141,0.0,,,,,
214,10/20/13 10:00:00 AM,5.655,1141.0,,,,,
215,10/20/13 01:00:00 PM,8.382,236.8,,,,,
216,10/20/13 04:00:00 PM,9.669,172.2,,,,,
217,10/20/13 07:00:00 PM,8.978,0.0,,,,,
218,10/20/13 10:00:00 PM,8.382,0.0,,,,,
219,10/21/13 01:00:00 AM,7.481,0.0,,,,,
220,10/21/13 04:00:00 AM,7.481,0.0,,,,,
221,10/21/13 07:00:00 AM,7.582,0.0,,,,,
222,10/21/13 10:00:00 AM,8.282,1119.5,,,,,
223,10/21/13 01:00:00 PM,10.553,236.8,,,,,
224,10/21/13 04:00:00 PM,11.431,172.2,,,,,
225,10/21/13 07:00:00 PM,10.455,0.0,,,,,
226,10/21/13 10:00:00 PM,9.768,0.0,,,,,
227,10/22/13 01:00:00 AM,9.077,0.0,,,,,
228,10/22/13 04:00:00 AM,8.581,0.0,,,,,
229,10/22/13 07:00:00 AM,8.481,0.0,,,,,
230,10/22/13 10:00:00 AM,9.077,1087.2,,,,,
231,10/22/13 01:00:00 PM,11.139,226.0,,,,,
232,10/22/13 04:00:00 PM,12.110,161.5,,,,,
233,10/22/13 07:00:00 PM,10.748,0.0,,,,,
234,10/22/13 10:00:00 PM,9.669,0.0,,,,,
235,10/23/13 01:00:00 AM,8.978,0.0,,,,,
236,10/23/13 04:00:00 AM,8.581,0.0,,,,,
237,10/23/13 07:00:00 AM,8.182,0.0,,,,,
238,10/23/13 10:00:00 AM,8.481,990.3,,,,,
239,10/23/13 01:00:00 PM,10.748,226.0,,,,,
240,10/23/13 04:00:00 PM,11.722,172.2,,,,,
241,10/23/13 07:00:00 PM,10.553,0.0,,,,,
242,10/23/13 10:00:00 PM,9.669,0.0,,,,,
243,10/24/13 01:00:00 AM,8.978,0.0,,,,,
244,10/24/13 04:00:00 AM,8.581,0.0,,,,,
245,10/24/13 07:00:00 AM,8.182,0.0,,,,,
246,10/24/13 10:00:00 AM,8.680,764.2,,,,,
247,10/24/13 01:00:00 PM,10.651,258.3,,,,,
248,10/24/13 04:00:00 PM,11.431,215.3,,,,,
249,10/24/13 07:00:00 PM,9.965,0.0,,,,,
250,10/24/13 10:00:00 PM,8.879,0.0,,,,,
251,10/25/13 01:00:00 AM,7.782,0.0,,,,,
252,10/25/13 04:00:00 AM,6.877,0.0,,,,,
253,10/25/13 07:00:00 AM,6.064,0.0,,,,,
254,10/25/13 10:00:00 AM,5.552,2325.0,,,,,
